N,Key,Operation,Probe Count,Traverse count
6665,739360311,Insert,2,15
6666,716372840,Search,2,22
6667,2021505561,Insert,1,14
6668,1290472426,Insert,1,20
6669,2139943332,Insert,6,12
6670,782268300,Search,1,11
6671,319680635,Search,2,16
6672,23007168,Search,1,12
6673,953840877,Insert,2,19
6674,911723068,Insert,3,16
6675,619198660,Insert,1,21
6676,405626860,Insert,1,18
6677,677298130,Search,5,17
6678,372571879,Insert,2,20
6679,982028055,Insert,1,25
6680,1422971736,Insert,1,11
6681,662228289,Insert,1,15
6682,1322502816,Insert,1,17
6683,102120854,Insert,3,14
6684,928961206,Insert,1,19
6685,408761705,Insert,1,18
6686,720799432,Insert,2,18
6687,112763141,Insert,1,18
6688,1852866300,Insert,7,13
6689,704320818,Insert,2,22
6690,1537975203,Search,2,12
6691,1035334641,Search,1,22
6692,1354739642,Insert,1,16
6693,1202262036,Insert,2,20
6694,2037284768,Search,1,8
6695,860220007,Insert,2,18
6696,2097182297,Insert,1,11
6697,1015838497,Insert,4,19
6698,1575850287,Search,1,17
6699,940531604,Search,2,18
6700,2110342178,Search,1,13
6701,621643487,Insert,4,20
6702,526160255,Insert,3,22
6703,444152153,Insert,1,17
6704,1471763787,Search,3,11
6705,519307841,Insert,1,23
6706,2131809094,Search,2,14
6707,456676044,Insert,4,20
6708,2083478364,Insert,1,14
6709,1857561346,Search,1,11
6710,1258668153,Insert,2,16
6711,2097693503,Search,1,9
6712,330697957,Insert,1,23
6713,1226467142,Insert,2,15
6714,1251127837,Insert,1,16
6715,1284538834,Insert,1,18
6716,2138190211,Insert,2,9
6717,1870326497,Insert,1,12
6718,1444247252,Search,2,16
6719,1690165694,Insert,1,11
6720,363278442,Insert,1,15
6721,704870905,Insert,3,18
6722,965653783,Insert,1,19
6723,1025506731,Insert,2,19
6724,2027373721,Insert,1,13
6725,1067774637,Insert,3,16
6726,1954467938,Insert,2,17
6727,675357876,Search,1,16
6728,288651778,Insert,5,14
6729,499458003,Search,1,18
6730,958446578,Search,1,22
6731,1051198765,Search,3,25
6732,1788574069,Insert,1,9
6733,2067231079,Insert,1,17
6734,2141518078,Insert,1,10
6735,345411239,Insert,1,16
6736,1274487073,Insert,2,16
6737,1196296467,Insert,2,20
6738,1205631247,Insert,1,12
6739,1224185723,Insert,2,17
6740,1641163751,Search,1,20
6741,64651316,Insert,1,13
6742,1827274734,Insert,2,9
6743,1750345978,Insert,3,9
6744,170057727,Search,1,14
6745,1985371953,Search,1,15
6746,508803469,Insert,1,18
6747,1722922369,Search,2,12
6748,199098927,Insert,2,20
6749,59538374,Insert,2,18
6750,444798185,Insert,1,17
6751,1457767080,Insert,1,11
6752,390236331,Insert,1,16
6753,1671265328,Insert,2,15
6754,349518441,Search,1,15
6755,561411269,Insert,2,20
6756,1674775166,Insert,3,12
6757,1661971891,Insert,1,15
6758,284254119,Insert,1,13
6759,1217457212,Insert,2,12
6760,2025250333,Insert,1,15
6761,989125024,Insert,2,19
6762,35627347,Insert,1,15
6763,903273416,Insert,2,14
6764,478496750,Search,1,20
6765,869015097,Insert,1,17
6766,1103401984,Insert,1,16
6767,629025169,Search,1,19
6768,710257706,Insert,1,19
6769,1157666875,Insert,2,19
6770,744492405,Insert,2,18
6771,393716772,Search,2,16
6772,1063868888,Search,1,19
6773,630005138,Insert,3,19
6774,1151701306,Insert,1,21
6775,1089903645,Insert,2,20
6776,1147517758,Search,1,12
6777,1904492211,Insert,4,20
6778,200514125,Insert,1,20
6779,148051244,Insert,2,21
6780,981194286,Insert,4,23
6781,265165441,Insert,1,13
6782,1975325978,Insert,1,17
6783,584056617,Insert,1,19
6784,773968911,Insert,1,15
6785,26941257,Insert,1,15
6786,1872708834,Search,1,14
6787,643594991,Insert,1,17
6788,1218767096,Insert,3,17
6789,224900887,Search,1,15
6790,79126252,Search,1,12
6791,969978343,Search,1,17
6792,1484708338,Insert,1,13
6793,1033831323,Insert,1,19
6794,742548776,Insert,1,17
6795,2046119607,Insert,4,13
6796,575957621,Search,2,23
6797,561122841,Insert,2,20
6798,257037019,Insert,1,12
6799,182890078,Insert,2,16
6800,1778580053,Insert,1,12
6801,134803704,Insert,1,17
6802,1172015102,Insert,2,18
6803,1814207401,Insert,1,14
6804,1038077121,Insert,1,21
6805,2041030199,Insert,3,14
6806,770125737,Insert,2,12
6807,1103974795,Search,1,15
6808,1748334827,Insert,2,12
6809,1051213427,Insert,4,25
6810,1514618143,Insert,1,11
6811,230856317,Insert,4,14
6812,55431085,Insert,2,16
6813,457038140,Insert,1,21
6814,2135348529,Insert,1,16
6815,255945210,Insert,1,10
6816,1759911602,Search,1,15
6817,605089384,Insert,3,20
6818,969059167,Insert,1,18
6819,954876983,Search,1,21
6820,521110651,Insert,2,15
6821,432931714,Insert,1,17
6822,1553115784,Insert,1,15
6823,1295079562,Insert,2,21
6824,459872971,Insert,1,20
6825,1662282694,Search,3,16
6826,49227128,Insert,3,15
6827,366363011,Insert,2,16
6828,1944581309,Insert,1,14
6829,1083058451,Insert,2,20
6830,1450963878,Search,1,15
6831,507554815,Search,1,17
6832,1108911787,Insert,1,15
6833,1414235586,Search,1,11
6834,1843217269,Insert,3,17
6835,1644181292,Insert,1,15
6836,1365948807,Insert,1,15
6837,2026107347,Insert,1,15
6838,1275277697,Insert,3,17
6839,1500752511,Insert,4,15
6840,2103655734,Search,2,14
6841,1050638802,Insert,1,24
6842,942001450,Insert,2,16
6843,391345984,Insert,1,17
6844,944185353,Insert,1,19
6845,1659605228,Search,1,15
6846,1712127188,Insert,1,7
6847,2139680812,Insert,2,13
6848,1995398780,Insert,5,15
6849,1079261683,Insert,2,19
6850,223053481,Insert,2,19
6851,2050829865,Insert,1,15
6852,1536299823,Insert,2,14
6853,210918362,Insert,1,22
6854,159291427,Insert,1,16
6855,2141389207,Insert,1,11
6856,1179977530,Insert,1,19
6857,680402079,Insert,1,19
6858,426837273,Insert,2,20
6859,585609666,Insert,2,18
6860,1975481641,Insert,1,18
6861,886710244,Insert,3,19
6862,634836794,Insert,1,17
6863,194361004,Insert,1,16
6864,683807906,Insert,3,20
6865,1717895245,Insert,2,13
6866,993171958,Search,1,21
6867,1303272792,Insert,2,20
6868,379541527,Insert,1,17
6869,1256341634,Search,1,18
6870,936354993,Search,1,21
6871,1214592889,Insert,1,11
6872,521737951,Insert,1,15
6873,258165226,Insert,2,13
6874,342386939,Insert,1,18
6875,2022490462,Insert,1,16
6876,1308804028,Insert,6,19
6877,1284388389,Insert,1,19
6878,1752807743,Search,1,11
6879,12022111,Search,2,16
6880,432740505,Search,1,16
6881,266352799,Insert,1,13
6882,773005358,Search,2,12
6883,105505734,Insert,1,12
6884,849031929,Insert,1,11
6885,258549963,Insert,1,14
6886,2100904514,Insert,1,12
6887,1928293612,Insert,1,13
6888,481603444,Insert,4,17
6889,2004250732,Insert,1,13
6890,1317109787,Insert,1,21
6891,1310541810,Search,2,19
6892,692521807,Insert,1,19
6893,16058511,Insert,2,12
6894,1311015346,Insert,1,20
6895,1872499337,Insert,1,16
6896,696460590,Insert,3,18
6897,1179876485,Search,3,19
6898,1737852619,Insert,1,13
6899,310625355,Insert,2,15
6900,928091121,Search,2,19
6901,524458584,Insert,2,19
6902,477079216,Insert,1,20
6903,945462150,Insert,2,19
6904,55664471,Search,3,16
6905,718819588,Insert,3,19
6906,1242369208,Search,2,14
6907,1160887122,Insert,1,24
6908,515873747,Insert,1,19
6909,2022092380,Insert,1,15
6910,724937100,Search,1,13
6911,1540428649,Insert,1,14
6912,1730466637,Insert,1,10
6913,1332898111,Search,2,15
6914,396346683,Insert,1,18
6915,1798593875,Insert,1,15
6916,2072853576,Insert,1,17
6917,271353498,Insert,1,9
6918,959914256,Insert,1,20
6919,1209758317,Insert,3,14
6920,537706297,Insert,1,17
6921,1292543970,Search,1,14
6922,1065419990,Insert,1,19
6923,2058790247,Insert,2,19
6924,796256260,Insert,3,12
6925,1018840856,Insert,2,20
6926,1839600211,Insert,3,15
6927,1277859704,Insert,1,18
6928,1114898937,Search,1,15
6929,875607940,Insert,1,20
6930,1009226351,Insert,1,20
6931,1970381511,Insert,2,21
6932,891666452,Insert,1,15
6933,104408890,Search,2,12
6934,1665499046,Search,2,14
6935,172758049,Insert,2,20
6936,1695397200,Insert,4,14
6937,1588127042,Insert,2,16
6938,481946308,Search,2,18
6939,1910610669,Insert,1,14
6940,1732657592,Search,3,9
6941,2006022556,Insert,2,13
6942,193712719,Search,1,15
6943,1681837716,Search,1,11
6944,2112585626,Insert,1,12
6945,240206237,Insert,1,13
6946,804001058,Insert,4,14
6947,683921567,Insert,1,21
6948,1401093359,Insert,1,20
6949,1319874805,Insert,1,17
6950,141116470,Search,1,18
6951,558530299,Insert,1,19
6952,794038360,Insert,2,15
6953,1009884062,Search,1,19
6954,902857794,Insert,1,15
6955,505070624,Search,1,15
6956,906841285,Search,1,19
6957,954876983,Insert,1,21
6958,445148587,Insert,2,15
6959,953828869,Search,1,19
6960,828227722,Insert,1,14
6961,1845895829,Search,1,12
6962,1226230481,Insert,2,16
6963,1405062843,Insert,3,11
6964,2037986040,Insert,1,11
6965,966685370,Search,1,19
6966,1763936778,Insert,3,20
6967,322999185,Insert,1,16
6968,1949292639,Insert,2,18
6969,1810598068,Search,1,14
6970,412709390,Insert,2,17
6971,2129108038,Search,1,16
6972,1341840042,Insert,2,21
6973,1641409202,Insert,3,20
6974,328918670,Search,1,18
6975,1690569094,Insert,2,11
6976,69964334,Insert,2,14
6977,1045203115,Search,1,21
6978,1099300792,Search,5,18
6979,503151905,Insert,1,16
6980,1513466958,Insert,2,13
6981,961630786,Insert,1,21
6982,675909955,Insert,1,15
6983,400668551,Search,1,18
6984,1061380510,Insert,1,14
6985,402274181,Insert,1,15
6986,439036976,Insert,3,17
6987,919919418,Insert,1,17
6988,452594090,Search,1,22
6989,1485006512,Search,1,15
6990,367376159,Insert,1,14
6991,679243213,Insert,4,20
6992,2020050227,Search,1,15
6993,1723920476,Insert,3,12
6994,1051297726,Insert,1,26
6995,2080336572,Insert,1,19
6996,896311634,Insert,1,17
6997,1609828026,Insert,2,18
6998,726891284,Insert,1,15
6999,1799169428,Insert,1,15
7000,417221361,Insert,1,18
7001,1172039871,Insert,2,19
7002,341248122,Search,2,15
7003,479913503,Insert,1,20
7004,1643451842,Insert,1,16
7005,429619067,Insert,1,20
7006,1026458672,Search,1,18
7007,370415895,Insert,1,12
7008,1259904972,Insert,2,15
7009,752618252,Insert,1,16
7010,172224886,Insert,1,20
7011,59481033,Search,2,19
7012,1672614362,Insert,2,15
7013,53143941,Search,1,14
7014,734907421,Search,1,12
7015,2094458294,Insert,2,11
7016,1813634088,Insert,3,14
7017,937837721,Search,1,21
7018,229058736,Search,1,14
7019,1215699808,Insert,1,11
7020,1042754987,Search,1,20
7021,16938981,Insert,2,12
7022,169302346,Insert,1,15
7023,1818013040,Search,2,15
7024,581683118,Insert,5,20
7025,978569767,Insert,1,23
7026,845212301,Insert,1,13
7027,1643063629,Insert,3,17
7028,1380843948,Insert,2,18
7029,337699518,Search,1,16
7030,1284249277,Insert,1,20
7031,415499399,Insert,1,17
7032,141964283,Search,2,18
7033,1748220108,Insert,1,13
7034,1022408190,Search,1,16
7035,1963492490,Insert,1,19
7036,2139419876,Insert,2,14
7037,652034186,Insert,1,19
7038,1896345414,Insert,1,15
7039,687182724,Search,1,11
7040,2044471641,Search,2,13
7041,888247862,Insert,3,16
7042,718856024,Search,1,18
7043,1584278180,Search,1,14
7044,906841285,Search,1,19
7045,114378564,Insert,2,16
7046,475753050,Insert,1,21
7047,539933642,Insert,1,17
7048,531599925,Insert,3,26
7049,1647792921,Insert,1,15
7050,1019847145,Insert,2,18
7051,1919360641,Search,1,8
7052,765122027,Search,2,14
7053,27568119,Insert,1,16
7054,2077411988,Insert,2,20
7055,359790673,Search,1,14
7056,1390263040,Insert,1,13
7057,1287473091,Insert,1,22
7058,682546593,Insert,2,17
7059,1562487926,Insert,2,15
7060,812603805,Insert,2,18
7061,19111060,Search,1,11
7062,629521239,Insert,3,19
7063,1944301866,Search,1,15
7064,1228638367,Insert,2,16
7065,1496879384,Search,1,12
7066,2028303614,Insert,4,14
7067,646460220,Insert,1,17
7068,1397940713,Insert,5,17
7069,462503084,Insert,1,25
7070,1722962444,Search,1,10
7071,996824282,Search,1,20
7072,1625029988,Insert,1,16
7073,458800699,Search,1,17
7074,95669366,Insert,4,11
7075,2105566713,Insert,1,12
7076,858390288,Insert,2,17
7077,840945571,Search,3,15
7078,1379918643,Insert,2,19
7079,2132166915,Search,1,16
7080,373582465,Insert,1,21
7081,459126748,Insert,1,19
7082,1195927485,Insert,1,15
7083,365518693,Insert,1,16
7084,1111160935,Insert,1,16
7085,293855926,Search,2,10
7086,944789251,Insert,1,20
7087,1253766555,Insert,2,14
7088,1225539499,Insert,2,16
7089,1420542301,Insert,2,14
7090,1793700197,Insert,1,16
7091,1757139425,Insert,4,16
7092,920851574,Insert,1,19
7093,666063695,Insert,2,16
7094,1784707544,Insert,3,13
7095,164432014,Search,2,19
7096,850779915,Insert,3,13
7097,2056326735,Insert,2,14
7098,1703674900,Search,1,10
7099,924696988,Insert,1,18
7100,1533326508,Insert,2,15
7101,1471331014,Insert,1,9
7102,1737300793,Insert,1,17
7103,15364099,Insert,1,12
7104,552485733,Insert,2,17
7105,1618120759,Insert,1,21
7106,503424486,Search,1,16
7107,661824320,Insert,1,16
7108,1950426446,Insert,1,17
7109,2080623844,Insert,1,20
7110,139370660,Insert,1,16
7111,2046095812,Insert,2,14
7112,2038706909,Insert,1,12
7113,997760948,Insert,5,19
7114,903574764,Search,2,15
7115,1278530807,Insert,1,15
7116,264805726,Insert,1,13
7117,1456887697,Insert,1,12
7118,326974644,Insert,3,15
7119,630324419,Insert,2,17
7120,420564984,Insert,2,20
7121,1271763895,Insert,4,19
7122,1884090974,Insert,2,14
7123,1646104483,Insert,1,13
7124,544822548,Insert,1,15
7125,1530307524,Insert,3,11
7126,1255760260,Insert,1,18
7127,1465674122,Insert,4,12
7128,48887571,Insert,3,16
7129,892984157,Insert,1,18
7130,1068172704,Search,1,16
7131,168970389,Insert,1,16
7132,2105214306,Insert,4,17
7133,1817681145,Insert,2,14
7134,1702296897,Insert,5,9
7135,422543574,Search,2,20
7136,1429061672,Insert,5,15
7137,1407498290,Insert,1,12
7138,462497216,Search,2,26
7139,1717660997,Insert,1,14
7140,260118859,Search,1,9
7141,1981547405,Insert,2,18
7142,878135402,Insert,1,17
7143,232001669,Insert,1,14
7144,1784490203,Insert,1,14
7145,811275598,Insert,2,14
7146,371372329,Insert,1,13
7147,2062119208,Search,1,22
7148,1683102367,Insert,1,16
7149,702498859,Insert,2,21
7150,1945002066,Search,1,13
7151,285269756,Search,1,12
7152,1998475379,Search,1,11
7153,1369133277,Insert,1,15
7154,814149526,Insert,1,18
7155,967304586,Insert,1,19
7156,678537326,Insert,1,16
7157,748604437,Search,1,16
7158,1141124170,Insert,1,11
7159,1519752483,Search,1,15
7160,1597629005,Insert,2,16
7161,1099102310,Insert,1,18
7162,265404417,Insert,3,14
7163,1334236332,Insert,1,18
7164,597723146,Insert,1,16
7165,810226965,Insert,1,17
7166,717060208,Insert,4,20
7167,1853483406,Insert,1,11
7168,459250478,Search,3,20
7169,128417440,Insert,3,19
7170,840396839,Search,2,15
7171,765947779,Insert,1,13
7172,1951147241,Search,1,18
7173,598983915,Insert,2,15
7174,297387829,Insert,1,11
7175,723678437,Insert,1,17
7176,2044656067,Search,3,13
7177,269181412,Insert,3,7
7178,2123082907,Search,5,11
7179,1999684727,Insert,1,13
7180,5256462,Insert,1,17
7181,1676679703,Insert,1,13
7182,1569862076,Insert,1,15
7183,1986803867,Insert,1,16
7184,407331457,Insert,4,18
7185,1801863745,Insert,5,13
7186,1389357517,Search,1,14
7187,165694190,Search,1,16
7188,1623810423,Insert,1,16
7189,1218607055,Insert,2,17
7190,1069627576,Search,1,20
7191,25752426,Insert,3,14
7192,1159429142,Insert,3,16
7193,2099289013,Search,1,10
7194,984690361,Search,1,21
7195,1921105914,Insert,1,9
7196,1394885703,Insert,1,18
7197,1973578669,Insert,1,20
7198,740926852,Insert,1,16
7199,2073423030,Insert,2,18
7200,1740944505,Search,1,16
7201,967219191,Insert,2,20
7202,191072210,Insert,1,19
7203,1025041692,Insert,1,17
7204,1506662232,Search,1,14
7205,1232623609,Insert,2,14
7206,1525308542,Insert,1,14
7207,1622764838,Insert,1,15
7208,1788293000,Search,1,10
7209,2042850574,Insert,3,16
7210,94885102,Insert,1,9
7211,1328764597,Insert,3,17
7212,23784366,Insert,1,13
7213,860832881,Insert,1,19
7214,452074926,Search,1,22
7215,329485157,Search,2,14
7216,1927748512,Insert,1,16
7217,321172196,Insert,3,17
7218,1584511318,Insert,1,14
7219,49446277,Insert,1,16
7220,173373275,Insert,1,20
7221,1589767780,Insert,1,18
7222,1726125980,Insert,2,8
7223,1743235351,Insert,2,14
7224,1429088000,Insert,1,16
7225,502120657,Search,3,18
7226,2133457437,Insert,1,16
7227,1397615448,Insert,1,18
7228,905414775,Insert,1,18
7229,1204580844,Insert,1,12
7230,1423367874,Insert,2,12
7231,2064843917,Insert,1,18
7232,978203110,Insert,1,24
7233,432132710,Search,2,18
7234,317836768,Search,1,16
7235,670769929,Insert,2,12
7236,1890938938,Insert,1,17
7237,1719129963,Insert,1,10
7238,1648469858,Search,1,14
7239,596709311,Insert,1,15
7240,710674482,Insert,1,20
7241,1910202173,Insert,1,13
7242,1621751004,Insert,1,13
7243,169514501,Search,1,15
7244,1943298091,Insert,1,14
7245,1288027067,Insert,3,22
7246,1097032194,Insert,2,19
7247,1199242514,Search,1,17
7248,1838665017,Insert,3,15
7249,1382912169,Insert,1,20
7250,278313143,Insert,1,13
7251,1862449384,Insert,1,15
7252,96261402,Insert,1,12
7253,58578008,Insert,6,15
7254,36137932,Insert,2,16
7255,1680772720,Insert,2,13
7256,108024285,Insert,1,12
7257,1450963878,Search,1,15
7258,1181132417,Search,1,18
7259,495087250,Search,2,19
7260,568397035,Search,1,25
7261,209511207,Insert,1,20
7262,1123056853,Insert,1,18
7263,1834150265,Insert,5,11
7264,363278442,Search,1,16
7265,1952746558,Insert,2,15
7266,404661205,Insert,1,18
7267,975027525,Search,2,21
7268,1820124054,Insert,3,14
7269,1202878358,Insert,2,19
7270,1310075980,Insert,1,19
7271,877221250,Insert,3,21
7272,1881115548,Search,2,16
7273,478762584,Insert,2,16
7274,1227436249,Insert,1,15
7275,1855424360,Insert,1,11
7276,1149532513,Insert,1,14
7277,970891540,Insert,4,22
7278,98535708,Search,1,9
7279,1427070675,Insert,1,14
7280,1746241825,Insert,3,13
7281,453022288,Search,1,21
7282,1681566022,Insert,1,13
7283,1189789200,Insert,1,13
7284,1220509181,Insert,1,16
7285,1477380465,Insert,2,8
7286,1362275169,Search,1,12
7287,330332619,Insert,1,24
7288,170057727,Insert,1,14
7289,1168561834,Insert,1,17
7290,326863330,Search,1,17
7291,1713244788,Insert,1,7
7292,448370871,Insert,3,19
7293,883527570,Insert,1,20
7294,1809506190,Insert,3,19
7295,1645438407,Search,1,9
7296,506948879,Insert,1,16
7297,1908550717,Search,1,16
7298,1717503313,Search,1,14
7299,1007103015,Search,1,17
7300,919665502,Insert,1,18
7301,1192569969,Search,1,18
7302,1342795263,Insert,4,21
7303,614973164,Insert,2,17
7304,504602005,Search,1,13
7305,1129176709,Insert,1,16
7306,318368468,Insert,2,15
7307,301639781,Insert,1,10
7308,956058170,Search,1,22
7309,934439619,Insert,1,17
7310,723029673,Insert,3,20
7311,2121763835,Insert,2,8
7312,901633666,Search,2,14
7313,2137317977,Insert,1,10
7314,2033105653,Insert,1,12
7315,851501437,Insert,1,14
7316,1552390561,Search,1,16
7317,860832881,Search,1,20
7318,645243233,Search,2,17
7319,1247046206,Search,2,15
7320,468596913,Insert,1,23
7321,1506804989,Search,4,14
7322,1113058254,Insert,1,16
7323,559442149,Insert,1,22
7324,1618129427,Insert,1,22
7325,2083949794,Insert,1,15
7326,1986512825,Insert,1,17
7327,1216887604,Insert,1,13
7328,1618032168,Insert,2,22
7329,1028818377,Insert,1,21
7330,289913137,Insert,1,10
7331,947928985,Insert,2,20
7332,1359150997,Insert,2,17
7333,912769771,Search,2,17
7334,459970864,Insert,2,21
7335,2116490820,Insert,2,11
7336,794038360,Search,2,16
7337,924912137,Insert,2,19
7338,908341735,Insert,1,19
7339,852534742,Insert,1,15
7340,586934680,Insert,2,18
7341,1415290614,Insert,1,11
7342,1772200245,Insert,2,11
7343,1790071660,Search,1,13
7344,1929729943,Insert,1,14
7345,1595610267,Search,1,11
7346,2030263778,Insert,2,9
7347,753893306,Insert,3,13
7348,100614763,Insert,1,10
7349,184419911,Insert,2,17
7350,1688332926,Insert,3,12
7351,823644436,Insert,2,15
7352,158700098,Insert,1,17
7353,1678167255,Insert,2,13
7354,709266441,Insert,1,17
7355,1010201535,Insert,1,23
7356,2146764169,Insert,1,6
7357,1822324695,Insert,1,13
7358,1478774545,Search,1,9
7359,1569643685,Insert,1,15
7360,1617409948,Insert,5,19
7361,1758790842,Insert,1,15
7362,1408672862,Insert,1,13
7363,686813904,Insert,2,14
7364,1229339362,Insert,2,16
7365,290007591,Insert,1,11
7366,1864255369,Search,1,14
7367,976727041,Insert,1,25
7368,29784700,Insert,2,16
7369,1989711829,Search,2,18
7370,1649158588,Insert,4,12
7371,1436697905,Insert,1,12
7372,2146275520,Insert,1,6
7373,426587078,Insert,1,20
7374,197555993,Insert,1,19
7375,851326614,Insert,1,15
7376,703756720,Search,1,23
7377,1013521758,Insert,1,25
7378,1341229668,Search,1,22
7379,989125024,Search,2,20
7380,1612846607,Insert,2,17
7381,476043211,Insert,4,22
7382,795768053,Insert,1,11
7383,1495626738,Insert,1,12
7384,1229936518,Insert,1,16
7385,1738264247,Search,1,13
7386,896382816,Insert,4,18
7387,1680046649,Insert,1,10
7388,1408474438,Search,1,12
7389,718635111,Search,1,19
7390,1461927280,Search,3,15
7391,770785796,Insert,1,14
7392,1720027252,Insert,1,15
7393,1838746748,Insert,2,16
7394,301469403,Insert,1,11
7395,281810045,Insert,2,14
7396,701464635,Insert,1,21
7397,300749924,Insert,1,10
7398,2104134740,Insert,1,14
7399,699549694,Search,1,19
7400,123624672,Insert,2,17
7401,1918159872,Insert,3,13
7402,1715441934,Insert,1,11
7403,1532297534,Insert,3,16
7404,1004964,Search,1,11
7405,131015210,Search,1,20
7406,457490128,Insert,1,20
7407,797297649,Insert,1,12
7408,1822305126,Insert,1,14
7409,1434217169,Insert,1,12
7410,591762966,Search,1,16
7411,1992024405,Search,3,18
7412,827082349,Insert,1,16
7413,1131724252,Search,1,12
7414,1323980066,Insert,1,14
7415,723431427,Insert,1,20
7416,825874221,Insert,4,16
7417,1750567144,Insert,3,10
7418,920987420,Insert,1,20
7419,1677200835,Insert,3,14
7420,165724038,Search,1,17
7421,616605254,Insert,3,18
7422,386350379,Insert,1,20
7423,1497072312,Search,2,14
7424,5760399,Insert,1,16
7425,1412373307,Insert,1,12
7426,1881977117,Insert,2,16
7427,378717091,Search,3,17
7428,1235696917,Insert,1,17
7429,1943954452,Search,1,15
7430,325998880,Search,1,19
7431,161272475,Insert,2,23
7432,1414540119,Insert,2,12
7433,2006482713,Insert,1,14
7434,1881299727,Insert,1,16
7435,1105803219,Insert,2,16
7436,160468468,Insert,3,25
7437,220789775,Search,5,16
7438,15626124,Insert,1,12
7439,1807267854,Insert,1,10
7440,461218393,Insert,2,23
7441,2119760865,Insert,2,10
7442,1930892527,Insert,1,13
7443,1244295565,Search,1,11
7444,231894617,Insert,1,15
7445,1687719151,Insert,1,13
7446,1315706413,Insert,1,15
7447,689384746,Insert,2,19
7448,337533152,Insert,2,17
7449,1108349468,Search,1,15
7450,990527891,Insert,4,19
7451,469849450,Search,1,18
7452,2123601915,Insert,1,11
7453,1164615501,Insert,4,23
7454,167024310,Insert,6,19
7455,699549694,Insert,1,19
7456,1990489722,Insert,5,15
7457,1917591454,Insert,1,12
7458,1620537114,Insert,1,14
7459,1520206910,Insert,1,14
7460,386713061,Insert,1,20
7461,2006887494,Insert,3,12
7462,1525967309,Insert,3,11
7463,368620317,Search,1,13
7464,358743849,Search,2,18
7465,1799086368,Insert,2,16
7466,1834944431,Search,3,14
7467,1741380963,Insert,2,16
7468,614180578,Insert,3,16
7469,1937529146,Search,1,13
7470,1960358844,Insert,1,22
7471,1008437434,Insert,1,20
7472,473179643,Insert,1,19
7473,1694174923,Insert,1,14
7474,111240166,Search,1,11
7475,2114240653,Insert,6,12
7476,633648111,Insert,2,20
7477,1709801048,Insert,2,10
7478,1774024860,Insert,1,14
7479,1094866504,Insert,1,16
7480,1682078265,Insert,5,12
7481,685818691,Search,1,16
7482,1557433739,Insert,4,11
7483,1060220961,Search,1,14
7484,1326761122,Insert,2,17
7485,1222313768,Insert,4,16
7486,725656504,Insert,2,19
7487,2016145868,Insert,1,10
7488,1559846921,Insert,1,18
7489,1716184396,Insert,1,13
7490,1992264135,Insert,1,18
7491,576978774,Insert,1,23
7492,1883208706,Insert,2,14
7493,544330182,Insert,2,15
7494,14026544,Search,2,14
7495,419984849,Insert,2,19
7496,1653316512,Insert,1,15
7497,904814460,Search,3,16
7498,17383648,Insert,4,13
7499,1940191759,Insert,2,12
7500,2040029573,Insert,1,15
7501,2024271142,Insert,2,14
7502,1583712095,Search,1,16
7503,1318675420,Insert,2,19
7504,1691632294,Insert,6,14
7505,1618168458,Insert,1,23
7506,1932855998,Insert,1,17
7507,1504507490,Insert,1,12
7508,479122244,Insert,1,19
7509,258551993,Insert,1,15
7510,1051198765,Insert,7,26
7511,445879250,Insert,2,16
7512,892200104,Insert,1,16
7513,196324468,Search,1,18
7514,613516165,Insert,2,15
7515,72420462,Insert,1,13
7516,1987066609,Insert,8,17
7517,148110782,Insert,1,22
7518,1629854201,Insert,4,15
7519,1166344083,Insert,1,18
7520,1370424551,Insert,1,15
7521,208027057,Insert,1,20
7522,1458896486,Search,1,11
7523,1035006303,Insert,2,18
7524,782787824,Insert,5,11
7525,1603220493,Search,1,20
7526,1144018715,Search,1,14
7527,1924211453,Insert,3,14
7528,879786790,Insert,5,17
7529,1359766598,Insert,2,19
7530,1659936511,Insert,5,15
7531,1424116972,Insert,1,12
7532,1022628624,Search,3,17
7533,1779751447,Insert,2,14
7534,1165769376,Insert,2,18
7535,1441500621,Insert,1,15
7536,1572459558,Insert,1,16
7537,1058315301,Insert,1,18
7538,406940484,Search,2,18
7539,1318288115,Insert,2,20
7540,743651330,Insert,3,20
7541,602463947,Insert,2,19
7542,788972925,Insert,2,11
7543,1117029729,Search,1,19
7544,529023680,Insert,1,19
7545,1153421730,Search,2,21
7546,2106971437,Insert,1,13
7547,1268095170,Insert,1,20
7548,787575673,Insert,4,12
7549,1010686555,Insert,3,24
7550,294591347,Search,1,12
7551,1713974420,Insert,4,7
7552,1305618787,Search,1,17
7553,1679775778,Insert,3,12
7554,1624202720,Insert,2,17
7555,1786394882,Insert,1,13
7556,1519358739,Insert,2,13
7557,1772313503,Insert,1,12
7558,345376797,Search,2,17
7559,1268765435,Insert,1,19
7560,2093111926,Search,1,9
7561,538219174,Insert,3,17
7562,995254406,Insert,2,18
7563,322745456,Search,2,17
7564,1476792492,Insert,1,9
7565,1573225477,Insert,1,16
7566,1778042230,Insert,1,10
7567,1253520298,Insert,1,15
7568,305528619,Insert,4,12
7569,1983290404,Search,2,15
7570,990325180,Insert,4,20
7571,756014332,Search,3,17
7572,765973161,Insert,2,14
7573,1729645592,Insert,2,11
7574,622592980,Insert,2,21
7575,1931742537,Insert,1,15
7576,1023662565,Insert,2,16
7577,47568890,Insert,1,11
7578,842574191,Insert,1,15
